business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE St,San Francisco,CA,94115,37.78332,-122.432647,"(37.78332, -122.432647)",,631_20150605,06-05-15 0:00,92,Routine - Scheduled,631_20150605_103120,Moderate risk food holding temperature,Moderate Risk
66418,Turtle Tower Restaurant,5716 GEARY BLVD,San Francisco,CA,94121,37.780348,-122.480861,"(37.780348, -122.480861)",,66418_20160517,05/17/2016 12:00:00 AM,92,Routine - Unscheduled,66418_20160517_103154,Unclean or degraded floors walls or ceilings,Low Risk
2346,LAWRENCE BAKERY CAFE,2290 MISSION St,San Francisco,CA,94110,37.760477,-122.419275,"(37.760477, -122.419275)",14155863119,2346_20160419,04/19/2016 12:00:00 AM,88,Routine - Unscheduled,2346_20160419_103161,Low risk vermin infestation,Low Risk
75402,Champa Garden,613 Faxon Ave,San Francisco,CA,94112,,,,14155344186,75402_20160504,05-04-16 0:00,74,Routine - Unscheduled,75402_20160504_103105,Improper cooling methods,High Risk
68036,City Chopsticks,883 Bush St,San Francisco,CA,94108,37.789763,-122.411787,"(37.789763, -122.411787)",,68036_20160815,08/15/2016 12:00:00 AM,92,Routine - Unscheduled,68036_20160815_103129,Insufficient hot water or running water,Moderate Risk
26341,"Natural Market, Inc.",2201 PINE St,San Francisco,CA,94115,37.788113,-122.432147,"(37.788113, -122.432147)",14155921320,26341_20160602,06-02-16 0:00,98,Routine - Unscheduled,26341_20160602_103145,Improper storage of equipment utensils or linens,Low Risk
83648,7 Eleven Store #2366-39475B,3400 Mission,San Francisco,CA,94110,,,,,83648_20160628,06/28/2016 12:00:00 AM,92,Routine - Unscheduled,83648_20160628_103139,Improper food storage,Low Risk
80940,Goodfellas Pizzeria & Grill,377 Bay St Suite A,San Francisco,CA,94133,,,,14155391000,80940_20160328,03/28/2016 12:00:00 AM,57,Routine - Unscheduled,80940_20160328_103142,Unclean nonfood contact surfaces,Low Risk
37456,Cafe Golo,1602 LOMBARD St,San Francisco,CA,94123,37.800898,-122.428034,"(37.800898, -122.428034)",,37456_20160906,09-06-16 0:00,82,Routine - Unscheduled,37456_20160906_103131,Moderate risk vermin infestation,Moderate Risk
2717,GOURMET DIM SUM & CAFE,651 CLEMENT St,San Francisco,CA,94118,37.782823,-122.466359,"(37.782823, -122.466359)",,2717_20160512,05-12-16 0:00,92,Routine - Unscheduled,2717_20160512_103132,Improper thawing methods,Moderate Risk
63663,Cafe Taboo,600 YORK St,San Francisco,CA,94110,37.761597,-122.409155,"(37.761597, -122.409155)",,63663_20151015,10/15/2015 12:00:00 AM,75,Routine - Unscheduled,63663_20151015_103129,Insufficient hot water or running water,Moderate Risk
5071,CAFE-ROSSO,1600 HOLLOWAY Ave,San Francisco,CA,94132,37.720851,-122.477084,"(37.720851, -122.477084)",14155400923,5071_20160322,03/22/2016 12:00:00 AM,100,Complaint,5071_20160322_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
67985,Moya,121 09th St,San Francisco,CA,94103,37.774722,-122.406761,"(37.774722, -122.406761)",,67985_20161024,10/24/2016 12:00:00 AM,98,Reinspection/Followup,,,
74756,Easy Breezy Frozen Yogurt,718 Irving St,San Francisco,CA,94122,,,,14155503351,74756_20160415,04/15/2016 12:00:00 AM,100,Routine - Unscheduled,74756_20160415_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk
60984,W San Francisco Hotel,181 03rd St,San Francisco,CA,94103,37.785207,-122.400629,"(37.785207, -122.400629)",,60984_20160816,08/16/2016 12:00:00 AM,64,Routine - Unscheduled,60984_20160816_103127,Noncompliance with HAACP plan or variance,Moderate Risk
36570,"7-Eleven, Store 2366-21389F",2200 BAYSHORE Blvd,San Francisco,CA,94134,37.712166,-122.402934,"(37.712166, -122.402934)",,36570_20160701,07-01-16 0:00,15,Routine - Unscheduled,36570_20160701_103142,Unclean nonfood contact surfaces,Low Risk
75965,Mixt Greens,100 California St Suite 103,San Francisco,CA,94111,,,,,75965_20160610,06-10-16 0:00,63,Routine - Unscheduled,75965_20160610_103109,Unclean or unsanitary food contact surfaces,High Risk
1144,Star Bagels,1475 Polk St,San Francisco,CA,94109,37.790324,-122.420664,"(37.790324, -122.420664)",,1144_20151222,12/22/2015 12:00:00 AM,51,Routine - Unscheduled,1144_20151222_103108,Contaminated or adulterated food,High Risk
5942,EPIPHANY ELEMENTARY,600 Italy Ave,San Francisco,CA,94112,37.715985,-122.434402,"(37.715985, -122.434402)",14155334030,5942_20160418,04/18/2016 12:00:00 AM,90,Routine - Unscheduled,5942_20160418_103131,Moderate risk vermin infestation,Moderate Risk
67612,Bay Subs & Deli,2486 SACRAMENTO St,San Francisco,CA,94115,37.789923,-122.433782,"(37.789923, -122.433782)",,67612_20160304,03-04-16 0:00,83,Routine - Unscheduled,67612_20160304_103139,Improper food storage,Low Risk
85955,India Clay Oven Restaurant and Bar,2436 Clement St,San Francisco,CA,94121,,,,14155750505,85955_20160705,07-05-16 0:00,68,Routine - Unscheduled,85955_20160705_103157,Food safety certificate or food handler card not available,Low Risk
64945,Ike's Place,3489 16th St,San Francisco,CA,94114,37.764353,-122.430578,"(37.764353, -122.430578)",,64945_20160621,06/21/2016 12:00:00 AM,100,Complaint,64945_20160621_103147,Inadequate ventilation or lighting,Low Risk
69799,Lers Ros Thai Noodle,730 Larkin St,San Francisco,CA,94109,37.784741,-122.417754,"(37.784741, -122.417754)",,69799_20160404,04-04-16 0:00,82,Reinspection/Followup,,,
63896,Smokin' Warehouse BBQ,1465 Carroll Ave,San Francisco,CA,94124,37.723466,-122.390795,"(37.723466, -122.390795)",,63896_20150218,02/18/2015 12:00:00 AM,92,Routine - Unscheduled,63896_20150218_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
82009,Chai Bar By David Rio,1019 Market St,San Francisco,CA,94103,,,,,82009_20161024,10/24/2016 12:00:00 AM,15,Reinspection/Followup,,,
71980,Smile House Cafe,1030 Taraval St,San Francisco,CA,94116,,,,14155295057,71980_20160908,09-08-16 0:00,90,Routine - Unscheduled,71980_20160908_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
37456,Cafe Golo,1602 LOMBARD St,San Francisco,CA,94123,37.800898,-122.428034,"(37.800898, -122.428034)",,37456_20160906,09-06-16 0:00,90,Routine - Unscheduled,37456_20160906_103154,Unclean or degraded floors walls or ceilings,Low Risk
3189,MOSCOW & TBILSI BAKERY STORE,5540 GEARY Blvd,San Francisco,CA,94121,37.780439,-122.478982,"(37.780439, -122.478982)",,3189_20160523,05/23/2016 12:00:00 AM,81,Reinspection/Followup,,,
71831,Cafe Terminus,16 California St,San Francisco,CA,94111,,,,,71831_20160705,07-05-16 0:00,90,Routine - Unscheduled,71831_20160705_103157,Food safety certificate or food handler card not available,Low Risk
75973,BB Tea Station LLC,1314 Noriega St,San Francisco,CA,94122,,,,14155290077,75973_20160610,06-10-16 0:00,60,Routine - Unscheduled,,,
80627,A & L Sweet,709 Larkin St,San Francisco,CA,94109,,,,14155449003,80627_20160909,09-09-16 0:00,60,Routine - Unscheduled,80627_20160909_103134,Other moderate risk violation,Moderate Risk
82111,Phil'z Coffee,1 Front St Annex Suite 100,San Francisco,CA,94111,,,,,82111_20160701,07-01-16 0:00,90,Routine - Unscheduled,82111_20160701_103109,Unclean or unsanitary food contact surfaces,High Risk
77913,Eclectic Cookery,101 Horne Ave,San Francisco,CA,,,,,,77913_20140407,04-07-14 0:00,85,Routine - Unscheduled,77913_20140407_103144,Unapproved or unmaintained equipment or utensils,Low Risk
67262,Wonglee LLC,732 Jackson St,San Francisco,CA,94133,,,,,67262_20160816,08/16/2016 12:00:00 AM,89,Non-inspection site visit,,,
83475,Fine and Rare,555 Golden Gate Ave,San Francisco,CA,94102,,,,,83475_20160303,03-03-16 0:00,70,Routine - Unscheduled,83475_20160303_103141,Improper food labeling or menu misrepresentation,Low Risk
16424,Sam's Market,580 Precita Ave,San Francisco,CA,94110,37.747496,-122.40957,"(37.747496, -122.40957)",,16424_20151229,12/29/2015 12:00:00 AM,84,Routine - Unscheduled,16424_20151229_103118,Employee eating or smoking,Moderate Risk
256,Marche Club of S.F.,4346 Mission St,San Francisco,CA,94112,37.727983,-122.432101,"(37.727983, -122.432101)",,256_20161005,10-05-16 0:00,88,Non-inspection site visit,,,
83423,Carbon Grill,852 Clement St,San Francisco,CA,94118,,,,,83423_20160909,09-09-16 0:00,88,Complaint,,,
4642,Village Market,4555 California St,San Francisco,CA,94118,37.784713,-122.466527,"(37.784713, -122.466527)",,4642_20160418,04/18/2016 12:00:00 AM,89,Reinspection/Followup,,,
63896,Smokin' Warehouse BBQ,1465 Carroll Ave,San Francisco,CA,94124,37.723466,-122.390795,"(37.723466, -122.390795)",,63896_20140204,02-04-14 0:00,93,Routine - Unscheduled,63896_20140204_103144,Unapproved or unmaintained equipment or utensils,Low Risk
65561,"House of Dim Sum, Inc.",735 Jackson St,San Francisco,CA,94133,37.795873,-122.407495,"(37.795873, -122.407495)",,65561_20160419,04/19/2016 12:00:00 AM,84,Routine - Unscheduled,65561_20160419_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
32170,La Torta Gorda,2833 24th St,San Francisco,CA,94110,37.752813,-122.408799,"(37.752813, -122.408799)",,32170_20160120,01/20/2016 12:00:00 AM,89,Routine - Unscheduled,32170_20160120_103105,Improper cooling methods,High Risk
3090,YANK SING RESTAURANT,101 SPEAR St A-16,San Francisco,CA,94105,37.792577,-122.393992,"(37.792577, -122.393992)",,3090_20140314,03/14/2014 12:00:00 AM,52,Routine - Unscheduled,3090_20140314_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
15055,Ono Hawaiin BBQ,1501 Sloat #A,San Francisco,CA,94132,37.733974,-122.489729,"(37.733974, -122.489729)",,15055_20160701,07-01-16 0:00,86,Reinspection/Followup,,,
68433,New Fortune Dim Sum,811 Stockton St,San Francisco,CA,94108,37.793295,-122.407788,"(37.793295, -122.407788)",,68433_20160309,03-09-16 0:00,6,Routine - Unscheduled,68433_20160309_103131,Moderate risk vermin infestation,Moderate Risk
33272,San Francisco Soup Company,3251 20th Ave 250A,San Francisco,CA,94132,37.728497,-122.475639,"(37.728497, -122.475639)",,33272_20160401,04-01-16 0:00,71,Routine - Unscheduled,33272_20160401_103144,Unapproved or unmaintained equipment or utensils,Low Risk
6734,"Chung Chou City, Inc #5",1230 Stockton St,San Francisco,CA,94133,37.797178,-122.408477,"(37.797178, -122.408477)",,6734_20160512,05-12-16 0:00,85,Routine - Unscheduled,6734_20160512_103138,Improper storage use or identification of toxic substances,Low Risk
5894,SAN FRANCISCO COMMUNITY ELEM.SCHOOL,125 EXCELSIOR Ave,San Francisco,CA,94112,37.725657,-122.432348,"(37.725657, -122.432348)",14155464739,5894_20160418,04/18/2016 12:00:00 AM,100,Routine - Unscheduled,,,
1526,CHOUQUET'S,2500 WASHINGTON St,San Francisco,CA,94115,37.791607,-122.434563,"(37.791607, -122.434563)",,1526_20140912,09-12-14 0:00,94,Routine - Unscheduled,1526_20140912_103145,Improper storage of equipment utensils or linens,Low Risk
16424,Sam's Market,580 Precita Ave,San Francisco,CA,94110,37.747496,-122.40957,"(37.747496, -122.40957)",,16424_20140605,06-05-14 0:00,74,Routine - Unscheduled,16424_20140605_103154,Unclean or degraded floors walls or ceilings,Low Risk
59397,Basa Seafood Express,3064 24th St,San Francisco,CA,94110,37.752578,-122.413372,"(37.752578, -122.413372)",,59397_20160630,06/30/2016 12:00:00 AM,84,Routine - Unscheduled,59397_20160630_103154,Unclean or degraded floors walls or ceilings,Low Risk
69368,Onigilly,343 Kearny St,San Francisco,CA,94108,37.791149,-122.404171,"(37.791149, -122.404171)",14155674706,69368_20160505,05-05-16 0:00,91,Routine - Unscheduled,69368_20160505_103147,Inadequate ventilation or lighting,Low Risk
60472,Mikaku Restaurant,323 Grant Ave,San Francisco,CA,94108,37.789995,-122.405484,"(37.789995, -122.405484)",,60472_20160524,05/24/2016 12:00:00 AM,86,Routine - Unscheduled,60472_20160524_103144,Unapproved or unmaintained equipment or utensils,Low Risk
57584,Sushi Club,71 05th St,San Francisco,CA,94103,37.782954,-122.406771,"(37.782954, -122.406771)",,57584_20160418,04/18/2016 12:00:00 AM,57,Routine - Unscheduled,57584_20160418_103139,Improper food storage,Low Risk
2755,SOCIALE,3665 SACRAMENTO St,San Francisco,CA,94118,37.787364,-122.45299,"(37.787364, -122.45299)",14155920309,2755_20160223,02/23/2016 12:00:00 AM,90,Routine - Unscheduled,2755_20160223_103105,Improper cooling methods,High Risk
80989,Best Beverage Catering,1290 Sutter St,San Francisco,CA,94109,,,,14155642410,80989_20160520,05/20/2016 12:00:00 AM,90,Routine - Unscheduled,80989_20160520_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
3095,Whitcomb Hotel Bar & Grill,1231 MARKET St,San Francisco,CA,94103,37.778357,-122.415182,"(37.778357, -122.415182)",14155628000,3095_20160630,06/30/2016 12:00:00 AM,84,Routine - Unscheduled,3095_20160630_103103,High risk food holding temperature,High Risk
68269,Walgreens #1126,1979 MISSION St,San Francisco,CA,94103,,,,14155558749,68269_20161024,10/24/2016 12:00:00 AM,88,Routine - Unscheduled,68269_20161024_103154,Unclean or degraded floors walls or ceilings,Low Risk
86224,El Rancho Grande at Haight,1654 Haight St,San Francisco,CA,94117,,,,14155721757,86224_20160127,01/27/2016 12:00:00 AM,90,New Ownership,86224_20160127_103120,Moderate risk food holding temperature,Moderate Risk
3325,Jacks Cannery,2801 Leavenworth St,San Francisco,CA,94133,37.807155,-122.419004,"(37.807155, -122.419004)",,3325_20160816,08/16/2016 12:00:00 AM,26,Routine - Unscheduled,3325_20160816_103109,Unclean or unsanitary food contact surfaces,High Risk
7655,H & W GROCERY & LIQUOR,801 HAYES St,San Francisco,CA,94117,37.77598,-122.429577,"(37.77598, -122.429577)",,7655_20140123,01/23/2014 12:00:00 AM,86,Routine - Unscheduled,7655_20140123_103157,Food safety certificate or food handler card not available,Low Risk
59638,JR. Seafood LLC,310 Bayshore Blvd,San Francisco,CA,94124,37.74286,-122.405448,"(37.74286, -122.405448)",,59638_20151029,10/29/2015 12:00:00 AM,5,Routine - Unscheduled,59638_20151029_103129,Insufficient hot water or running water,Moderate Risk
86306,Dim Sum Bistro,675 Broadway St,San Francisco,CA,94133,,,,,86306_20160516,05/16/2016 12:00:00 AM,82,Routine - Unscheduled,86306_20160516_103144,Unapproved or unmaintained equipment or utensils,Low Risk
2780,Peet's Coffee,217 Montgomery St,San Francisco,CA,94104,37.791113,-122.402396,"(37.791113, -122.402396)",,2780_20160420,04/20/2016 12:00:00 AM,94,Routine - Unscheduled,2780_20160420_103147,Inadequate ventilation or lighting,Low Risk
80587,Tao Sushi,4808 Mission St,San Francisco,CA,94112,,,,14155585505,80587_20161005,10-05-16 0:00,6,Routine - Unscheduled,80587_20161005_103109,Unclean or unsanitary food contact surfaces,High Risk
2421,ST FRANCIS FOUNTAIN,2801 24th St,San Francisco,CA,94110,37.752833,-122.408349,"(37.752833, -122.408349)",14155824200,2421_20160120,01/20/2016 12:00:00 AM,86,Routine - Unscheduled,2421_20160120_103161,Low risk vermin infestation,Low Risk
3114,Franciscan Crab Restaurant,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,3114_20140421,04/21/2014 12:00:00 AM,90,Routine - Unscheduled,3114_20140421_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3114,Franciscan Crab Restaurant,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,3114_20140421,04/21/2014 12:00:00 AM,33,Routine - Unscheduled,3114_20140421_103131,Moderate risk vermin infestation,Moderate Risk
3114,Franciscan Crab Restaurant,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,3114_20140421,04/21/2014 12:00:00 AM,92,Routine - Unscheduled,3114_20140421_103154,Unclean or degraded floors walls or ceilings,Low Risk
3114,Franciscan Crab Restaurant,Pier 43 1/2,San Francisco,CA,94133,37.808931,-122.415069,"(37.808931, -122.415069)",,3114_20140421,04/21/2014 12:00:00 AM,86,Routine - Unscheduled,3114_20140421_103144,Unapproved or unmaintained equipment or utensils,Low Risk
10170,Piaza Pellegrini,659 Columbus Ave,San Francisco,CA,94133,37.800851,-122.411062,"(37.800851, -122.411062)",,10170_20160909,09-09-16 0:00,94,Routine - Unscheduled,10170_20160909_103114,High risk vermin infestation,High Risk
17723,Sushi Suki Restaurant,360 C West Portal Ave,San Francisco,CA,94127,37.738857,-122.457584,"(37.738857, -122.457584)",,17723_20140718,07/18/2014 12:00:00 AM,22,Routine - Unscheduled,17723_20140718_103142,Unclean nonfood contact surfaces,Low Risk
2428,LA GALLINITA,2989 24th St,San Francisco,CA,94110,37.752634,-122.411658,"(37.752634, -122.411658)",,2428_20160120,01/20/2016 12:00:00 AM,69,Routine - Unscheduled,2428_20160120_103154,Unclean or degraded floors walls or ceilings,Low Risk
6654,HIEP-THANH MARKET,724 LARKIN St,San Francisco,CA,94109,37.784598,-122.417757,"(37.784598, -122.417757)",,6654_20160121,01/21/2016 12:00:00 AM,92,Routine - Unscheduled,6654_20160121_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,37.781208,-122.462432,"(37.781208, -122.462432)",,66705_20160512,05-12-16 0:00,94,Routine - Unscheduled,66705_20160512_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
1232,Sunflower Cafe,284 O'Farrell St,San Francisco,CA,94102,37.786316,-122.409371,"(37.786316, -122.409371)",,1232_20160523,05/23/2016 12:00:00 AM,90,Routine - Unscheduled,1232_20160523_103156,Permit license or inspection report not posted,Low Risk
23701,Wah Hing Market,1200 Stockton St,San Francisco,CA,94133,37.796808,-122.408397,"(37.796808, -122.408397)",,23701_20160909,09-09-16 0:00,94,Reinspection/Followup,,,
816,B & J QUARTER POUNDER BURGERS,6202 03rd St,San Francisco,CA,94124,37.722374,-122.395841,"(37.722374, -122.395841)",,816_20141103,11-03-14 0:00,94,Routine - Unscheduled,816_20141103_103109,Unclean or unsanitary food contact surfaces,High Risk
2818,STARBUCKS COFFEE #5486,36 02nd St,San Francisco,CA,94105,37.788727,-122.400798,"(37.788727, -122.400798)",,2818_20160916,09/16/2016 12:00:00 AM,90,Routine - Unscheduled,2818_20160916_103139,Improper food storage,Low Risk
3133,Brandy Ho's Hunan Food,217 Columbus Ave,San Francisco,CA,94133,37.797407,-122.405996,"(37.797407, -122.405996)",,3133_20160419,04/19/2016 12:00:00 AM,90,Reinspection/Followup,,,
64502,Pizzeria Sophia,1934 OCEAN Ave,San Francisco,CA,94127,37.725697,-122.463311,"(37.725697, -122.463311)",,64502_20160930,09/30/2016 12:00:00 AM,90,Routine - Unscheduled,64502_20160930_103147,Inadequate ventilation or lighting,Low Risk
85955,India Clay Oven Restaurant and Bar,2436 Clement St,San Francisco,CA,94121,,,,14155750505,85955_20160705,07-05-16 0:00,90,Routine - Unscheduled,85955_20160705_103145,Improper storage of equipment utensils or linens,Low Risk
64346,Fillmore Bake Shop,1890 FILLMORE St,San Francisco,CA,94115,37.786951,-122.433362,"(37.786951, -122.433362)",,64346_20160602,06-02-16 0:00,96,Routine - Unscheduled,64346_20160602_103114,High risk vermin infestation,High Risk
4654,House of Bagels,5030 Geary Blvd,San Francisco,CA,94118,37.780688,-122.473471,"(37.780688, -122.473471)",,4654_20150330,03/30/2015 12:00:00 AM,96,Routine - Unscheduled,4654_20150330_103157,Food safety certificate or food handler card not available,Low Risk
59777,Swank Cocktail Club,488 PRESIDIO Ave,San Francisco,CA,94115,37.787344,-122.446725,"(37.787344, -122.446725)",,59777_20160907,09-07-16 0:00,96,Reinspection/Followup,,,
38875,Benjarong Thai Cuisine,1968 Lombard St,San Francisco,CA,94123,37.800148,-122.433894,"(37.800148, -122.433894)",,38875_20160929,09/29/2016 12:00:00 AM,96,Reinspection/Followup,,,
2902,Myconos Restaurant,1431 Polk St,San Francisco,CA,94109,37.789964,-122.420595,"(37.789964, -122.420595)",,2902_20160701,07-01-16 0:00,64,Routine - Unscheduled,2902_20160701_103114,High risk vermin infestation,High Risk
37168,InterContinental San Francisco 3rd Fl. Banquet Kitchen,888 Howard St 3rd Floor,San Francisco,CA,94103,37.781664,-122.404778,"(37.781664, -122.404778)",,37168_20160523,05/23/2016 12:00:00 AM,100,Routine - Unscheduled,37168_20160523_103150,Improper or defective plumbing,Low Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20150929,09/29/2015 12:00:00 AM,93,Routine - Unscheduled,3118_20150929_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
68955,Ghirardelli Chocolate,845 Market St Suite 014,San Francisco,CA,94103,37.784848,-122.406892,"(37.784848, -122.406892)",,68955_20160907,09-07-16 0:00,81,Routine - Unscheduled,68955_20160907_103154,Unclean or degraded floors walls or ceilings,Low Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20140327,03/27/2014 12:00:00 AM,87,Routine - Unscheduled,3118_20140327_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20140327,03/27/2014 12:00:00 AM,84,Routine - Unscheduled,3118_20140327_103133,Foods not protected from contamination,Moderate Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20140327,03/27/2014 12:00:00 AM,84,Routine - Unscheduled,3118_20140327_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20140327,03/27/2014 12:00:00 AM,89,Routine - Unscheduled,3118_20140327_103154,Unclean or degraded floors walls or ceilings,Low Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20140327,03/27/2014 12:00:00 AM,80,Routine - Unscheduled,3118_20140327_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
3394,The Keystone,68 04th St,San Francisco,CA,94103,37.784915,-122.404832,"(37.784915, -122.404832)",14155984400,3394_20140415,04/15/2014 12:00:00 AM,100,Routine - Unscheduled,3394_20140415_103105,Improper cooling methods,High Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20140918,09/18/2014 12:00:00 AM,87,Routine - Unscheduled,3118_20140918_103142,Unclean nonfood contact surfaces,Low Risk
3118,Hyatt Union Square Main Kitchen,345 Stockton St Flr 3B,San Francisco,CA,94108,37.788944,-122.406884,"(37.788944, -122.406884)",,3118_20140918,09/18/2014 12:00:00 AM,88,Routine - Unscheduled,3118_20140918_103156,Permit license or inspection report not posted,Low Risk
18443,Rumble Fish,200 23rd Ave,San Francisco,CA,94121,37.783833,-122.482826,"(37.783833, -122.482826)",,18443_20160517,05/17/2016 12:00:00 AM,5,Routine - Unscheduled,18443_20160517_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
4614,Sun Sang Market,1205 Stockton St,San Francisco,CA,94133,37.796973,-122.408504,"(37.796973, -122.408504)",,4614_20160816,08/16/2016 12:00:00 AM,69,Routine - Unscheduled,4614_20160816_103144,Unapproved or unmaintained equipment or utensils,Low Risk
71168,Sa Beang Thai,312 DIVISADERO St,San Francisco,CA,94117,37.772458,-122.437247,"(37.772458, -122.437247)",14155795454,71168_20161024,10/24/2016 12:00:00 AM,75,Routine - Unscheduled,71168_20161024_103144,Unapproved or unmaintained equipment or utensils,Low Risk
79595,W Hotel San Francisco,181 03rd St,San Francisco,CA,94103,,,,,79595_20160523,05/23/2016 12:00:00 AM,87,Reinspection/Followup,,,
87112,Waystone,992 Market St,San Francisco,CA,94102,,,,,87112_20160520,05/20/2016 12:00:00 AM,66,New Construction,,,
62060,Cozy Cable Car Cafe,519 Powell St,San Francisco,CA,94108,37.789521,-122.408736,"(37.789521, -122.408736)",14155983097,62060_20160523,05/23/2016 12:00:00 AM,100,Routine - Unscheduled,62060_20160523_103120,Moderate risk food holding temperature,Moderate Risk
79834,Nano Cafe,564 South Van Ness Ave,San Francisco,CA,94110,,,,14155200362,79834_20160609,06-09-16 0:00,72,Routine - Unscheduled,79834_20160609_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
64361,Aroma Tea Shop,302 06th Ave,San Francisco,CA,94118,37.778382,-122.462787,"(37.778382, -122.462787)",,64361_20160222,02/22/2016 12:00:00 AM,75,Routine - Unscheduled,64361_20160222_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
67432,AQ Restaurant & Bar,1085 Mission St,San Francisco,CA,94103,37.779464,-122.410486,"(37.779464, -122.410486)",,67432_20160609,06-09-16 0:00,87,Routine - Unscheduled,67432_20160609_103105,Improper cooling methods,High Risk
33920,Lalita Thai Restaurant & Bar,96 McAllister St,San Francisco,CA,94102,37.780989,-122.413686,"(37.780989, -122.413686)",,33920_20160520,05/20/2016 12:00:00 AM,94,Routine - Unscheduled,33920_20160520_103132,Improper thawing methods,Moderate Risk
3642,ABSINTHE PASTRY,201 IVY St,San Francisco,CA,94102,37.777492,-122.421458,"(37.777492, -122.421458)",,3642_20140804,08-04-14 0:00,94,Routine - Unscheduled,3642_20140804_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
75956,Caffe Centro,102 South Park St,San Francisco,CA,94107,,,,,75956_20160908,09-08-16 0:00,72,Reinspection/Followup,,,
80354,Project Juice LLC,1355 Market St,San Francisco,CA,94103,,,,,80354_20160630,06/30/2016 12:00:00 AM,93,Routine - Unscheduled,80354_20160630_103145,Improper storage of equipment utensils or linens,Low Risk
82290,Papa Mak's Burgers,3755 Noriega St,San Francisco,CA,94122,,,,14155682244,82290_20160520,05/20/2016 12:00:00 AM,65,Reinspection/Followup,,,
76441,El Nuevo Porvenir,2950 21st St,San Francisco,CA,94110,,,,,76441_20141027,10/27/2014 12:00:00 AM,85,Routine - Unscheduled,76441_20141027_103120,Moderate risk food holding temperature,Moderate Risk
70452,Kennedy Market & Deli,4600 03rd St,San Francisco,CA,94124,37.736301,-122.390293,"(37.736301, -122.390293)",14155285560,70452_20151007,10-07-15 0:00,75,Routine - Unscheduled,70452_20151007_103144,Unapproved or unmaintained equipment or utensils,Low Risk
59397,Basa Seafood Express,3064 24th St,San Francisco,CA,94110,37.752578,-122.413372,"(37.752578, -122.413372)",,59397_20160630,06/30/2016 12:00:00 AM,62,Routine - Unscheduled,59397_20160630_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
70365,The Chapel,777 Valencia St,San Francisco,CA,94110,,,,14150861354,70365_20160920,09/20/2016 12:00:00 AM,63,Complaint Reinspection/Followup,,,
7555,VINH KHANG HERBS & GINSENG,512 CLEMENT St,San Francisco,CA,94118,37.782957,-122.464762,"(37.782957, -122.464762)",,7555_20160310,03-10-16 0:00,81,Routine - Unscheduled,7555_20160310_103156,Permit license or inspection report not posted,Low Risk
