business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
5828,GEORGE WASHINGTON HIGH SCHOOL,600 32nd Ave,San Francisco,CA,94121,37.777772,-122.492005,"(37.777772, -122.492005)",,5828_20161109,11-09-16 0:00,74,Non-inspection site visit,,,
81884,Little Sweet,3836 Geary Blvd,San Francisco,CA,94118,,,,,81884_20161206,12-06-16 0:00,87,Routine - Unscheduled,81884_20161206_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
4798,M & M SHORTSTOP,2145 GENEVA Ave,San Francisco,CA,94134,37.708427,-122.420353,"(37.708427, -122.420353)",,4798_20160907,09-07-16 0:00,33,Reinspection/Followup,,,
4678,ANDRE-BOUDIN BAKERIES,399 10th Ave,San Francisco,CA,94118,37.781139,-122.468635,"(37.781139, -122.468635)",,4678_20160415,04/15/2016 12:00:00 AM,36,Reinspection/Followup,,,
2841,"THE OLYMPIC CLUB AT LAKESIDE, UPPER",599 SKYLINE Blvd,San Francisco,CA,94132,37.708887,-122.497934,"(37.708887, -122.497934)",14155404321,2841_20160603,06-03-16 0:00,90,Non-inspection site visit,,,
81468,Hoffmann's Grill & Rotisserie,1000 Guerrero St,San Francisco,CA,94110,,,,14155377479,81468_20161206,12-06-16 0:00,96,Routine - Unscheduled,81468_20161206_103139,Improper food storage,Low Risk
16432,AFC Sushi @ Safeway #1206,300 Bay St,San Francisco,CA,94133,37.805758,-122.412774,"(37.805758, -122.412774)",,16432_20160516,05/16/2016 12:00:00 AM,94,Routine - Unscheduled,16432_20160516_103133,Foods not protected from contamination,Moderate Risk
5618,AT&T - DOGGIE DINER room 3228 [145164],24 WILLIE MAYS PLAZA 3.24.01,San Francisco,CA,94107,37.778382,-122.391151,"(37.778382, -122.391151)",14155971500,5618_20160814,08/14/2016 12:00:00 AM,96,Routine - Unscheduled,5618_20160814_103118,Employee eating or smoking,Moderate Risk
75636,Yoi,2311 Clement St,San Francisco,CA,94121,,,,,75636_20160519,05/19/2016 12:00:00 AM,82,Routine - Unscheduled,75636_20160519_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
2144,SHERA.-PAL.HOTEL MAXFIELD'S GRILL,2 NEW MONTGOMERY St,San Francisco,CA,94105,37.788286,-122.401543,"(37.788286, -122.401543)",,2144_20161109,11-09-16 0:00,13,Reinspection/Followup,,,
77185,The Ramp,855 Terry Francois Blvd,San Francisco,CA,94107,,,,14155597267,77185_20161205,12-05-16 0:00,81,Routine - Unscheduled,77185_20161205_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
77778,Thai Thai Noodle 2,1400 California St,San Francisco,CA,94109,,,,,77778_20160502,05-02-16 0:00,81,Routine - Unscheduled,77778_20160502_103102,Unclean hands or improper use of gloves,High Risk
2369,CLOONEY'S,1401 Valencia St,San Francisco,CA,94110,37.750374,-122.420456,"(37.750374, -122.420456)",14155824988,2369_20160324,03/24/2016 12:00:00 AM,86,Routine - Unscheduled,2369_20160324_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
87700,Banh Mi House,2701 San Bruno Ave,San Francisco,CA,94134,,,,,87700_20160624,06/24/2016 12:00:00 AM,84,Structural Inspection,,,
10886,Taste of Formosa,2428 CLEMENT ST,San Francisco,CA,94121,37.782018,-122.485421,"(37.782018, -122.485421)",14155666368,10886_20160328,03/28/2016 12:00:00 AM,74,Reinspection/Followup,,,
81796,Barry's Boot Camp,2246 Lombard St,San Francisco,CA,94123,,,,,81796_20151125,11/25/2015 12:00:00 AM,25,New Construction,,,
22606,Canyon Market,2815 Diamond St,San Francisco,CA,94131,37.734072,-122.433948,"(37.734072, -122.433948)",,22606_20160414,04/14/2016 12:00:00 AM,79,Routine - Unscheduled,22606_20160414_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
5913,ST CHARLES SCHOOL,3250 18th St,San Francisco,CA,94110,37.762074,-122.416107,"(37.762074, -122.416107)",14155867652,5913_20160505,05-05-16 0:00,62,Reinspection/Followup,,,
32684,NoBe Cafe,747 Howard St,San Francisco,CA,94103,37.784128,-122.401533,"(37.784128, -122.401533)",,32684_20160607,06-07-16 0:00,92,Routine - Unscheduled,32684_20160607_103131,Moderate risk vermin infestation,Moderate Risk
84590,Cafe Chaat,320 03rd St,San Francisco,CA,94107,,,,,84590_20160923,09/23/2016 12:00:00 AM,30,Reinspection/Followup,,,
72046,Palmer's,2298 Fillmore St,San Francisco,CA,94115,,,,,72046_20160927,09/27/2016 12:00:00 AM,10,Reinspection/Followup,,,
5497,AT&T - (CART 21) GOURMET SAUSAGES & BUDWEISER [145109],24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500,5497_20160410,04-10-16 0:00,100,Routine - Unscheduled,,,
2077,Peet's Coffee & Tea,2139C Polk St,San Francisco,CA,94109,37.796316,-122.421909,"(37.796316, -122.421909)",,2077_20160804,08-04-16 0:00,94,New Construction,,,
4685,NORMAN'S LIQUOR & DELI,733 Randolph St,San Francisco,CA,94132,37.714204,-122.469193,"(37.714204, -122.469193)",14155580088,4685_20160329,03/29/2016 12:00:00 AM,94,Routine - Unscheduled,4685_20160329_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk
84037,Pinkies Bakery,833 Cortland Ave,San Francisco,CA,94110,,,,,84037_20160329,03/29/2016 12:00:00 AM,84,Routine - Unscheduled,84037_20160329_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
86180,"Tian Tian Market, Inc.",1117 Stockton St,San Francisco,CA,94133,,,,,86180_20161205,12-05-16 0:00,84,Routine - Unscheduled,86180_20161205_103138,Improper storage use or identification of toxic substances,Low Risk
63258,Greenhouse Cafe,329 WEST PORTAL Ave,San Francisco,CA,94127,37.737539,-122.469495,"(37.737539, -122.469495)",,63258_20160607,06-07-16 0:00,92,Routine - Unscheduled,63258_20160607_103154,Unclean or degraded floors walls or ceilings,Low Risk
72019,Leader House,1409 Sutter St,San Francisco,CA,94109,,,,,72019_20160506,05-06-16 0:00,90,Routine - Unscheduled,72019_20160506_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
70137,Reveille Coffee Co.,200 Columbus St,San Francisco,CA,94133,,,,,70137_20160511,05-11-16 0:00,89,Routine - Unscheduled,70137_20160511_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
69984,Schools of the Sacred Heart - San Francisco,2222 BROADWAY St,San Francisco,CA,94115,,,,,69984_20160921,09/21/2016 12:00:00 AM,30,Reinspection/Followup,,,
80638,Dapper Dog,417 Castro St,San Francisco,CA,94114,,,,14150576221,80638_20161206,12-06-16 0:00,96,Routine - Unscheduled,80638_20161206_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
1753,RED BALLOON,2763 MISSION St,San Francisco,CA,94110,37.752923,-122.418505,"(37.752923, -122.418505)",,1753_20160607,06-07-16 0:00,88,Routine - Unscheduled,1753_20160607_103157,Food safety certificate or food handler card not available,Low Risk
74800,Chubby Noodle Marina,2205 Lombard St,San Francisco,CA,94123,,,,,74800_20161021,10/21/2016 12:00:00 AM,15,New Construction,,,
37405,Irelands 32,3920 Geary Blvd,San Francisco,CA,94118,37.781278,-122.461312,"(37.781278, -122.461312)",,37405_20160608,06-08-16 0:00,95,Non-inspection site visit,,,
17822,Peet's Coffee & Tea,601 Van Ness Ave Suite A,San Francisco,CA,94102,37.781454,-122.420644,"(37.781454, -122.420644)",,17822_20160802,08-02-16 0:00,88,New Construction,,,
4874,JUMP START COFFEE & GROCERY,1192 GUERRERO St,San Francisco,CA,94110,37.752118,-122.422914,"(37.752118, -122.422914)",14155647555,4874_20160502,05-02-16 0:00,90,Routine - Unscheduled,4874_20160502_103131,Moderate risk vermin infestation,Moderate Risk
59727,Luigi's Pizzeria,Pier 39  Space 211-212,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,59727_20160406,04-06-16 0:00,80,Routine - Unscheduled,59727_20160406_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1970,MICADO  RESTAURANT,2126 IRVING St,San Francisco,CA,94122,37.763468,-122.480646,"(37.763468, -122.480646)",,1970_20161207,12-07-16 0:00,86,Routine - Unscheduled,1970_20161207_103139,Improper food storage,Low Risk
18581,AMC Theatres Metreon 16 - Imax Stand,135 04th St 3000,San Francisco,CA,94103,37.784548,-122.40419,"(37.784548, -122.40419)",,18581_20160519,05/19/2016 12:00:00 AM,96,Routine - Unscheduled,18581_20160519_103131,Moderate risk vermin infestation,Moderate Risk
65820,McCauley's School (6th floor),450 Stanyan St @St. Mary's,San Francisco,CA,94117,37.773657,-122.454417,"(37.773657, -122.454417)",,65820_20160415,04/15/2016 12:00:00 AM,84,Reinspection/Followup,,,
7722,Bay Monarch,Pier 41,San Francisco,CA,94133,37.808494,-122.412,"(37.808494, -122.412)",,7722_20160518,05/18/2016 12:00:00 AM,98,Routine - Unscheduled,7722_20160518_103144,Unapproved or unmaintained equipment or utensils,Low Risk
75681,Tokyo Express Battery,77 Battery St Suite 100,San Francisco,CA,94111,,,,,75681_20160608,06-08-16 0:00,83,Routine - Unscheduled,75681_20160608_103130,Inadequate sewage or wastewater disposal,Moderate Risk
67276,The Cow Hollow Market,3165 STEINER St,San Francisco,CA,94123,37.798624,-122.437525,"(37.798624, -122.437525)",,67276_20160430,04/30/2016 12:00:00 AM,90,Routine - Unscheduled,67276_20160430_103145,Improper storage of equipment utensils or linens,Low Risk
1942,S.F. Pizza,1270 Mission St.,San Francisco,CA,94103,37.776604,-122.414319,"(37.776604, -122.414319)",,1942_20160929,09/29/2016 12:00:00 AM,81,Routine - Unscheduled,1942_20160929_103103,High risk food holding temperature,High Risk
63258,Greenhouse Cafe,329 WEST PORTAL Ave,San Francisco,CA,94127,37.737539,-122.469495,"(37.737539, -122.469495)",,63258_20160607,06-07-16 0:00,92,Routine - Unscheduled,63258_20160607_103144,Unapproved or unmaintained equipment or utensils,Low Risk
82664,Pizza Joint,3088 Balboa St,San Francisco,CA,94121,,,,14155384992,82664_20161109,11-09-16 0:00,92,Routine - Unscheduled,82664_20161109_103138,Improper storage use or identification of toxic substances,Low Risk
76355,AT&T PARK - Centerplate/Crazy Grab'z Cart,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,76355_20160814,08/14/2016 12:00:00 AM,92,Routine - Unscheduled,,,
74229,Batter Up,428 11th St,San Francisco,CA,94103,,,,14155695605,74229_20160810,08-10-16 0:00,92,New Construction,,,
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140205,02-05-14 0:00,94,Routine - Unscheduled,854_20140205_103133,Foods not protected from contamination,Moderate Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140205,02-05-14 0:00,94,Routine - Unscheduled,854_20140205_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140205,02-05-14 0:00,84,Routine - Unscheduled,854_20140205_103142,Unclean nonfood contact surfaces,Low Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140205,02-05-14 0:00,92,Routine - Unscheduled,854_20140205_103131,Moderate risk vermin infestation,Moderate Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140205,02-05-14 0:00,76,Routine - Unscheduled,854_20140205_103150,Improper or defective plumbing,Low Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140903,09-03-14 0:00,100,Routine - Unscheduled,854_20140903_103145,Improper storage of equipment utensils or linens,Low Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140903,09-03-14 0:00,94,Routine - Unscheduled,854_20140903_103142,Unclean nonfood contact surfaces,Low Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140903,09-03-14 0:00,94,Routine - Unscheduled,854_20140903_103107,Improper reheating of food,High Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140903,09-03-14 0:00,94,Routine - Unscheduled,854_20140903_103154,Unclean or degraded floors walls or ceilings,Low Risk
854,Firenze By Night,1421 Stockton St,San Francisco,CA,94133,37.798914,-122.408885,"(37.798914, -122.408885)",,854_20140903,09-03-14 0:00,94,Routine - Unscheduled,854_20140903_103105,Improper cooling methods,High Risk
78656,AT&T PARK - Snack Stand,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,78656_20160410,04-10-16 0:00,96,Routine - Unscheduled,78656_20160410_103112,No hot water or running water,High Risk
18767,Wonderful Dessert & Cafe,2035 IRVING St,San Francisco,CA,94122,37.763399,-122.479654,"(37.763399, -122.479654)",,18767_20160408,04-08-16 0:00,96,Routine - Unscheduled,18767_20160408_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
34665,Le Petit Laurent,699 CHENERY St,San Francisco,CA,94131,37.734483,-122.433729,"(37.734483, -122.433729)",,34665_20160929,09/29/2016 12:00:00 AM,96,Routine - Unscheduled,34665_20160929_103103,High risk food holding temperature,High Risk
7537,NEW WING HING SEAFOOD MARKET,2222 CLEMENT St,San Francisco,CA,94121,37.782118,-122.483191,"(37.782118, -122.483191)",,7537_20160520,05/20/2016 12:00:00 AM,88,Routine - Unscheduled,7537_20160520_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
86423,Pete's on Green,570 Green St,San Francisco,CA,94133,,,,14155390939,86423_20160628,06/28/2016 12:00:00 AM,92,Routine - Unscheduled,86423_20160628_103109,Unclean or unsanitary food contact surfaces,High Risk
77558,Gyro Xpress Mediterranean Cuis,499 Castro St,San Francisco,CA,94114,,,,14155550352,77558_20160607,06-07-16 0:00,86,Routine - Unscheduled,77558_20160607_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
38202,Ilobasco Restaurant & Pupuseria,2680 San Bruno Ave,San Francisco,CA,94134,37.727898,-122.403751,"(37.727898, -122.403751)",,38202_20160812,08-12-16 0:00,10,Routine - Unscheduled,38202_20160812_103144,Unapproved or unmaintained equipment or utensils,Low Risk
59727,Luigi's Pizzeria,Pier 39  Space 211-212,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,59727_20160406,04-06-16 0:00,10,Routine - Unscheduled,59727_20160406_103131,Moderate risk vermin infestation,Moderate Risk
81978,Rangoon Ruby Burmese Cuisine,1608 Polk St,San Francisco,CA,94109,,,,,81978_20150512,05-12-15 0:00,82,Routine - Unscheduled,81978_20150512_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
36673,Mid City Market,868 Geary St,San Francisco,CA,94109,37.786197,-122.417614,"(37.786197, -122.417614)",,36673_20160901,09-01-16 0:00,100,Routine - Unscheduled,36673_20160901_103154,Unclean or degraded floors walls or ceilings,Low Risk
1144,Star Bagels,1475 Polk St,San Francisco,CA,94109,37.790324,-122.420664,"(37.790324, -122.420664)",,1144_20151223,12/23/2015 12:00:00 AM,57,Reinspection/Followup,,,
59372,Escape from New York Pizza,3242 22nd St,San Francisco,CA,94110,37.755419,-122.419542,"(37.755419, -122.419542)",,59372_20140206,02-06-14 0:00,70,Routine - Unscheduled,,,
1963,Spiazzo,033 WEST PORTAL Ave,San Francisco,CA,94127,37.740456,-122.466108,"(37.740456, -122.466108)",14155669511,1963_20140818,08/18/2014 12:00:00 AM,93,Routine - Unscheduled,1963_20140818_103133,Foods not protected from contamination,Moderate Risk
34179,Gitane Restaurant and Bar,239 Kearny St,San Francisco,CA,94108,37.790353,-122.403973,"(37.790353, -122.403973)",,34179_20140626,06/26/2014 12:00:00 AM,86,Routine - Unscheduled,34179_20140626_103131,Moderate risk vermin infestation,Moderate Risk
76906,Pizza Joint and Grill,1125 Ocean Ave,San Francisco,CA,94112,,,,14155330101,76906_20140515,05/15/2014 12:00:00 AM,88,Routine - Unscheduled,76906_20140515_103145,Improper storage of equipment utensils or linens,Low Risk
4594,DOUBLE ROCK GROCERY,2830 Ingalls St,San Francisco,CA,94124,37.721141,-122.391223,"(37.721141, -122.391223)",,4594_20140324,03/24/2014 12:00:00 AM,100,Routine - Unscheduled,4594_20140324_103121,Inadequate procedures or records for time as a public health control,Moderate Risk
59515,Yummy BBQ Kitchen,683 Broadway St,San Francisco,CA,94133,37.797663,-122.408377,"(37.797663, -122.408377)",,59515_20161019,10/19/2016 12:00:00 AM,100,Reinspection/Followup,,,
69353,Aria,932 Larkin St,San Francisco,CA,94109,37.786565,-122.418116,"(37.786565, -122.418116)",,69353_20160907,09-07-16 0:00,94,Routine - Unscheduled,69353_20160907_103156,Permit license or inspection report not posted,Low Risk
86534,Lolinda,85 Bartlett St,San Francisco,CA,94110,,,,14150899413,86534_20160505,05-05-16 0:00,68,Routine - Unscheduled,,,
75438,Jade Chocolates,244 Clement St,San Francisco,CA,94118,,,,,75438_20161002,10-02-16 0:00,62,Routine - Unscheduled,,,
75636,Yoi,2311 Clement St,San Francisco,CA,94121,,,,,75636_20160519,05/19/2016 12:00:00 AM,26,Routine - Unscheduled,75636_20160519_103132,Improper thawing methods,Moderate Risk
76437,Sweetheart Cafe,909 Grant Ave,San Francisco,CA,94108,,,,,76437_20160329,03/29/2016 12:00:00 AM,100,Routine - Unscheduled,76437_20160329_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
80419,San Francisco Farmers Market,4929 Mission St,San Francisco,CA,94112,,,,,80419_20160930,09/30/2016 12:00:00 AM,86,Routine - Unscheduled,80419_20160930_103129,Insufficient hot water or running water,Moderate Risk
4637,NOAH'S NEW YORK BAGELS #2937,028 WEST PORTAL Ave,San Francisco,CA,94127,37.740587,-122.466153,"(37.740587, -122.466153)",14155668443,4637_20160607,06-07-16 0:00,71,Routine - Unscheduled,4637_20160607_103156,Permit license or inspection report not posted,Low Risk
520,Daily Health,1235 09th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,520_20160520,05/20/2016 12:00:00 AM,82,Routine - Unscheduled,520_20160520_103162,Other low risk violation,Low Risk
79272,Dim Sum Club,2550 Van Ness Ave,San Francisco,CA,94109,,,,,79272_20160929,09/29/2016 12:00:00 AM,90,Routine - Unscheduled,79272_20160929_103143,Inadequate warewashing facilities or equipment,Low Risk
80773,Round Table Pizza,4523 Mission St,San Francisco,CA,94112,,,,,80773_20161110,11-10-16 0:00,87,Routine - Unscheduled,80773_20161110_103109,Unclean or unsanitary food contact surfaces,High Risk
69294,We Sushi,428 11th,San Francisco,CA,,37.770613,-122.412191,"(37.770613, -122.412191)",,69294_20160328,03/28/2016 12:00:00 AM,92,Routine - Unscheduled,69294_20160328_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
80051,Wrecking Ball Coffee Roasters,2271 Union St,San Francisco,CA,94123,,,,14155718189,80051_20160408,04-08-16 0:00,92,Routine - Unscheduled,80051_20160408_103156,Permit license or inspection report not posted,Low Risk
69051,AT&T PARK - P6 DRAFT CART,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,69051_20160410,04-10-16 0:00,92,Routine - Unscheduled,69051_20160410_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1444,Starbucks Coffee,1560 Van Ness Ave,San Francisco,CA,94111,37.790086,-122.422167,"(37.790086, -122.422167)",,1444_20160408,04-08-16 0:00,83,Routine - Unscheduled,1444_20160408_103131,Moderate risk vermin infestation,Moderate Risk
5458,AT&T - (CART 40) BAYSIDE BREWS v,24 WILLIE MAYS PLAZA,San Francisco,CA,94107,,,,14155971500,5458_20160410,04-10-16 0:00,94,Routine - Unscheduled,,,
5016,The Crab Station of Fisherman's Wharf,Foot of Taylor St #2,San Francisco,CA,94133,37.795202,-122.413169,"(37.795202, -122.413169)",,5016_20150408,04-08-15 0:00,94,Routine - Unscheduled,5016_20150408_103154,Unclean or degraded floors walls or ceilings,Low Risk
62521,Isa Restaurant,3324 STEINER St,San Francisco,CA,94123,37.800057,-122.437736,"(37.800057, -122.437736)",,62521_20160607,06-07-16 0:00,94,Routine - Unscheduled,62521_20160607_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
3439,Wipe Out Bar & Grill,Pier 39,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,3439_20160414,04/14/2016 12:00:00 AM,98,Routine - Unscheduled,3439_20160414_103142,Unclean nonfood contact surfaces,Low Risk
16441,Hawaiian Drive Inn,2600 San Bruno Ave,San Francisco,CA,94134,37.728718,-122.404101,"(37.728718, -122.404101)",,16441_20161206,12-06-16 0:00,72,Routine - Unscheduled,16441_20161206_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
81531,Buzz,3420 Geary Blvd,San Francisco,CA,94118,,,,14155204114,81531_20160414,04/14/2016 12:00:00 AM,90,Routine - Unscheduled,81531_20160414_103120,Moderate risk food holding temperature,Moderate Risk
9164,WORKING GIRLS' CAFE #4,122 NEW MONTGOMERY STREET,San Francisco,CA,94105,37.787227,-122.40028,"(37.787227, -122.40028)",,9164_20160812,08-12-16 0:00,94,Routine - Unscheduled,9164_20160812_103133,Foods not protected from contamination,Moderate Risk
59727,Luigi's Pizzeria,Pier 39  Space 211-212,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,59727_20160406,04-06-16 0:00,94,Routine - Unscheduled,59727_20160406_103139,Improper food storage,Low Risk
3084,ITALIAN AMERICAN SOCIAL CLUB,25 RUSSIA Ave,San Francisco,CA,94112,37.721347,-122.436628,"(37.721347, -122.436628)",,3084_20160907,09-07-16 0:00,96,Routine - Unscheduled,3084_20160907_103132,Improper thawing methods,Moderate Risk
85005,Beber,244 Clement St,San Francisco,CA,94118,,,,,85005_20161002,10-02-16 0:00,92,Routine - Unscheduled,,,
69520,Inay - Metreon SF,135 04th St FC-10,San Francisco,CA,94103,37.784103,-122.403669,"(37.784103, -122.403669)",,69520_20160503,05-03-16 0:00,81,Routine - Unscheduled,69520_20160503_103109,Unclean or unsanitary food contact surfaces,High Risk
82394,Senor Sisig #4,Off The Grid,San Francisco,CA,,,,,,82394_20160618,06/18/2016 12:00:00 AM,72,Routine - Unscheduled,82394_20160618_103103,High risk food holding temperature,High Risk
2497,PLUTO'S,3258 SCOTT St,San Francisco,CA,94123,37.799796,-122.441041,"(37.799796, -122.441041)",14155778867,2497_20160607,06-07-16 0:00,96,Routine - Unscheduled,2497_20160607_103150,Improper or defective plumbing,Low Risk
77031,Golden Horse Restaurant,1060 Hyde St,San Francisco,CA,94109,,,,,77031_20160930,09/30/2016 12:00:00 AM,100,Routine - Unscheduled,77031_20160930_103103,High risk food holding temperature,High Risk
82036,AT&T PARK - Food Stand,24 Willie Mays Plaza,San Francisco,CA,94107,,,,,82036_20150330,03/30/2015 12:00:00 AM,62,New Construction,,,
81460,"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,94118,,,,14155664848,81460_20150723,07/23/2015 12:00:00 AM,90,Routine - Unscheduled,81460_20150723_103133,Foods not protected from contamination,Moderate Risk
77958,Richmond Republic,642 Clement St,San Francisco,CA,94118,,,,14150522364,77958_20150116,01/16/2015 12:00:00 AM,92,New Ownership,,,
32698,Hunan Cafe #2,4450 CABRILLO St,San Francisco,CA,94121,37.773438,-122.506651,"(37.773438, -122.506651)",,32698_20150204,02-04-15 0:00,41,Routine - Unscheduled,32698_20150204_103154,Unclean or degraded floors walls or ceilings,Low Risk
38929,Jelly Donut,3198 24th St,San Francisco,CA,94110,37.752439,-122.41625,"(37.752439, -122.41625)",,38929_20160114,01/14/2016 12:00:00 AM,12,Routine - Unscheduled,38929_20160114_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
7503,The Daily Habit,1 Maritime Plaza,San Francisco,CA,94111,37.795227,-122.39914,"(37.795227, -122.39914)",,7503_20151120,11/20/2015 12:00:00 AM,71,Routine - Unscheduled,7503_20151120_103120,Moderate risk food holding temperature,Moderate Risk
70723,Dirty Habit,12 04th St,San Francisco,CA,94103,37.785388,-122.405369,"(37.785388, -122.405369)",,70723_20160518,05/18/2016 12:00:00 AM,87,Routine - Unscheduled,70723_20160518_103157,Food safety certificate or food handler card not available,Low Risk
7711,RICHMOND NEW MAY WAH SUPERMARKET,719 CLEMENT St,San Francisco,CA,94118,37.782784,-122.467028,"(37.782784, -122.467028)",,7711_20160608,06-08-16 0:00,96,Routine - Unscheduled,7711_20160608_103154,Unclean or degraded floors walls or ceilings,Low Risk
69520,Inay - Metreon SF,135 04th St FC-10,San Francisco,CA,94103,37.784103,-122.403669,"(37.784103, -122.403669)",,69520_20160503,05-03-16 0:00,96,Routine - Unscheduled,69520_20160503_103132,Improper thawing methods,Moderate Risk
83125,GCAFE,44 Tehama St,San Francisco,CA,94105,,,,,83125_20160803,08-03-16 0:00,94,Non-inspection site visit,,,
36876,Kasa Indian Eatery,4001 18th St,San Francisco,CA,94114,37.760974,-122.432959,"(37.760974, -122.432959)",,36876_20151223,12/23/2015 12:00:00 AM,96,Routine - Unscheduled,36876_20151223_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
81978,Rangoon Ruby Burmese Cuisine,1608 Polk St,San Francisco,CA,94109,,,,,81978_20150512,05-12-15 0:00,96,Routine - Unscheduled,81978_20150512_103132,Improper thawing methods,Moderate Risk
2427,TAQUERIA EL FAROLITO #3,2950 24th St,San Francisco,CA,94110,37.752728,-122.411122,"(37.752728, -122.411122)",,2427_20160119,01/19/2016 12:00:00 AM,100,Routine - Unscheduled,2427_20160119_103142,Unclean nonfood contact surfaces,Low Risk
73889,Khan Toke Thai House,5937 Geary Blvd,San Francisco,CA,94121,,,,14155666654,73889_20160322,03/22/2016 12:00:00 AM,36,Routine - Unscheduled,73889_20160322_103142,Unclean nonfood contact surfaces,Low Risk
65873,Capurro's,498 Jefferson St,San Francisco,CA,94109,37.807649,-122.420744,"(37.807649, -122.420744)",,65873_20160815,08/15/2016 12:00:00 AM,83,Routine - Unscheduled,65873_20160815_103105,Improper cooling methods,High Risk
36208,Silver Cafe,4300 MISSION St,San Francisco,CA,94112,37.728582,-122.431482,"(37.728582, -122.431482)",14155583237,36208_20160520,05/20/2016 12:00:00 AM,83,Reinspection/Followup,,,
76751,Yerba Buena Tea Co (formerly Tea Smiths of San Francisco),244 Clement St,San Francisco,CA,94118,,,,,76751_20161002,10-02-16 0:00,85,Routine - Unscheduled,,,
66228,Happy Donut,145 Columbus Ave,San Francisco,CA,94133,37.796607,-122.404883,"(37.796607, -122.404883)",,66228_20150817,08/17/2015 12:00:00 AM,86,Complaint,66228_20150817_103161,Low risk vermin infestation,Low Risk
27472,SF Bay Club -  Court Commisary,150 Greenwich St,San Francisco,CA,94111,37.8032,-122.402841,"(37.8032, -122.402841)",,27472_20160413,04/13/2016 12:00:00 AM,58,Routine - Unscheduled,27472_20160413_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
87337,Whisk On Wheels,Off the Grid,San Francisco,CA,,,,,,87337_20160812,08-12-16 0:00,87,Routine - Unscheduled,87337_20160812_103154,Unclean or degraded floors walls or ceilings,Low Risk
18800,7-Mission Restaurant,150 07th St,San Francisco,CA,94103,37.778547,-122.41013,"(37.778547, -122.41013)",14155863298,18800_20161020,10/20/2016 12:00:00 AM,98,Reinspection/Followup,,,
